FID	IID	Pheno_sparse	Pheno_burden_skat	Pheno_skat
3221	3221	0.339124523683281	-1.1861190095616	-0.198408761606248
1416	1416	-0.904767329239205	-1.84196812159366	-1.26859305060665
4098	4098	0.781844625247834	-1.47110468623841	0.306220654375773
1488	1488	-0.274076368865448	0.770381653971208	0.255572069560594
2512	2512	-1.69832313267747	-3.48631952490808	-0.513299623232629
9851	9851	-1.02707935193494	-0.310606983121724	0.584385997747879
8238	8238	0.773213590069874	1.71732283073942	1.63156576285387
6065	6065	1.42378833636868	-0.482252761910402	-0.82655181048535
6598	6598	-0.988337726452559	-0.750411334892217	0.697374784584647
468	468	0.0419198988105553	-0.556569576281604	-1.14087918992776
4912	4912	-0.0183420977056197	-1.07110420094055	-1.15393425714117
829	829	-0.714343193054161	0.419222079621161	-0.47128674024443
4402	4402	0.156653607144661	-0.369721033524482	1.05286574991008
1593	1593	-1.45541573191976	1.28487529978074	0.358700434898255
4975	4975	0.758871818423767	3.44501252330503	-0.756095891788249
4830	4830	-0.566736464108983	0.375704983789781	1.39852324795165
5132	5132	-0.781307994137223	-0.423678732624331	-0.398315083665351
3401	3401	-1.86203947548593	-0.9212825965405	-0.25070211635918
7085	7085	0.476605786511841	0.660857741809265	-0.337184534726973
1277	1277	0.867190681554752	-0.883675674842775	-0.761543111840493
135	135	-1.82159650702073	-0.985469166965718	-1.34926598222981
1588	1588	-1.59391997281494	0.952518551190808	-1.60458317734565
957	957	1.80983172325404	0.413725686652759	-0.423638263457459
9592	9592	-1.57275949089662	2.05489827040805	-0.477378453502051
713	713	0.698380384513414	-0.016598782703926	0.586623838029483
4252	4252	-0.906664698515532	2.01061340798869	0.449724570457954
6529	6529	-0.078374192522817	-1.3682422889172	-0.473155619475211
3386	3386	-2.30733818635457	-0.941406890438109	-0.0282141050001984
8807	8807	0.239393113818224	-1.22126984095033	2.56695300845588
4420	4420	-0.499457486565857	-0.160940912717543	-1.35700054212486
9264	9264	-1.57514475951486	1.67283491388519	-1.01236539340689
8697	8697	2.71854322601112	0.0519133960730394	-2.20498956870118
7126	7126	0.350446360213317	-1.56404417263201	-0.871469666874164
4900	4900	-0.185409504433216	0.058075848290429	-0.0643981972566728
2638	2638	-1.72046952534904	0.627910641897754	-1.17578505329349
3437	3437	-0.427311024837859	-1.65836448214451	0.405973819181276
1824	1824	-0.0372743530041483	0.286898197565563	0.120080165885138
9091	9091	0.845348885472784	-1.67419769449434	1.69432327066194
8931	8931	0.789676281091516	-0.878562013397838	0.602111526963859
9276	9276	0.187835395585099	-1.56950767890461	-0.642552653643501
4413	4413	0.140270281381288	1.49237806150095	0.42720080397409
7961	7961	-1.04401062139915	0.117618595207413	0.315227859833469
4650	4650	1.74345493698361	0.216093874265138	0.307196508506309
8817	8817	-0.464540644022334	-1.74236232279172	1.15686185619325
8892	8892	-0.382525648952012	0.99633488297844	0.41365966829588
720	720	-1.7812263927412	-0.585052793920556	-0.611542844884671
5910	5910	0.834490381301999	-0.510433755296496	0.928803316392563
3031	3031	-1.88346062563985	-0.289527802663765	0.273066754225445
4551	4551	-0.00401274015352962	-0.0999090140988004	-0.450479063596948
7687	7687	-0.426944344044188	-0.30276853484448	1.86080178775883
7033	7033	0.955559912375015	-0.662884954022966	0.621264176551377
7011	7011	-0.120204844054477	0.671744494693437	-0.905781371948993
9862	9862	0.234333615421212	0.297114268075867	-0.0324486218226772
7700	7700	-2.11522818111273	0.0023514545017025	-0.0209542246910454
5796	5796	0.290230362367595	-0.347861748656778	-0.365221773276482
9051	9051	0.40943189406895	0.807116807801942	-0.333176456828074
1284	1284	-1.0999574227366	-0.964283160319354	-1.61977860996573
6777	6777	0.619626579511023	0.72777521919462	0.635063388148471
3883	3883	3.53957354593717	0.0590439530010385	-0.554249433564203
1975	1975	-1.31683096718898	0.352003054518674	0.57510999835036
532	532	-0.474285773501784	0.787667859094172	0.0429673061370663
6760	6760	-0.103683423354513	-1.3106372419873	1.60097692379483
5811	5811	-0.295335792782528	-0.819202304628315	1.63182244225751
1067	1067	-0.313579465195863	-1.08554500556443	-0.848469418384638
2925	2925	0.340392392156395	-0.275826913872261	-0.72409324062526
3059	3059	0.111322969267669	0.913698178953801	-0.263709659268522
5557	5557	-1.50614806142883	-0.251213135032321	-1.47924421607902
5164	5164	1.64642332055386	-1.43857633738431	0.265951967449536
5296	5296	-0.304989801929267	1.29579593897094	-0.786043310889995
8302	8302	0.595149051257903	0.603148013587591	-0.677281814373562
68	68	0.848998270382365	0.198198686337392	0.771802499008669
969	969	1.15818301848993	-0.704422741321883	1.78207082135268
9338	9338	-0.347388956602163	-0.564968687233539	-0.209138677657857
573	573	-2.6711880028541	-0.47473170545201	-0.7147168657546
8993	8993	-1.52421628511415	1.81941640260069	-0.862364354759569
5220	5220	0.273418870299558	1.39714921045754	-0.456600033106497
4677	4677	-1.12813624309262	0.699099186144843	-0.315810774230519
589	589	0.0178214459748561	0.524561722382779	0.867859805754481
6769	6769	0.462170615937896	1.0596924809068	-1.13327849125752
4226	4226	-0.266612957761183	-0.765028541587739	0.583916140248643
470	470	0.100593615516238	-0.928186429600123	0.129719651532785
7270	7270	0.572830532903032	0.73697134272926	-1.31972201622636
9909	9909	0.480582532686895	-0.717284223418557	1.0743242203304
1506	1506	0.122657830408004	0.537945694326804	-0.579353953033454
6215	6215	0.262711382482323	0.958763600624963	-0.117937874556081
4322	4322	0.79649516905505	-0.600196964373992	-0.0962936781428755
8134	8134	-0.592362258353426	0.38718846100151	1.06202579012158
3109	3109	-0.82211221451845	-1.32573236970597	1.21661279622919
8565	8565	2.34722189397757	1.03419580819533	1.3319324161083
5754	5754	-0.125863753341698	1.06593695128135	0.0791954424333656
6586	6586	-0.452163952011244	2.17193209895603	-1.10985979178916
956	956	-0.479247707791422	1.40818927953858	-0.0666037354947813
3037	3037	-0.57138225896001	0.126962774951102	2.87887013294925
9791	9791	-0.289129196356907	0.609243190634503	0.619503883189355
8170	8170	-0.762923388300624	-0.050789083085435	0.0457345313198581
8343	8343	-0.0709918474198782	0.74707065914922	-0.449494673558227
4449	4449	-0.823497792976168	-0.117216581887871	1.15673080192893
9155	9155	-0.757624052876434	0.0320459663747511	-0.0632820573760991
9070	9070	0.15725096341134	1.6011059818131	-0.707881192259052
4290	4290	0.571807989806303	1.28628137850704	0.0798103070531392
4759	4759	-0.909930618082756	0.513126557912906	1.0705219079769
3873	3873	-2.79236698034538	0.181048259004275	1.96025994273547
1716	1716	0.332791942665143	-0.0906480420879027	1.11019053062025
7794	7794	0.994102390382493	0.618666922042104	0.446671726912549
4395	4395	-1.01608594173097	-0.617871154820202	0.152198083773135
1374	1374	-0.426790228013637	0.14358091067777	-2.90469359041578
3532	3532	-1.91341671115354	-0.416165975044986	0.427796200335985
2020	2020	-1.72367401247457	-0.433597793305872	-1.18931062747577
340	340	0.989096682688688	0.446220044204663	-0.777295941696575
2980	2980	-1.02643806777911	-0.348135151392939	-0.97309506518055
3886	3886	-0.374739995267186	-0.622912199797293	-1.13506127190963
9772	9772	0.392906499924333	-0.403881453301213	0.117904710606841
1980	1980	-0.267044430992158	-0.589569373304382	0.155563622806237
118	118	-0.46701647906163	0.484788990350508	-0.489722967101352
9889	9889	1.78197143599685	-1.22571606674565	1.37057326903949
8796	8796	-0.406700478691169	0.428861586994345	1.08988228346583
2520	2520	-0.683221803997169	0.389641121494208	-1.42769439580499
5006	5006	-0.485304887823219	-0.659858712617141	-0.757509517836181
3482	3482	0.608461812390468	1.93338985104924	-0.605152742213257
4177	4177	1.59198167981955	-1.46659011426389	-0.173077311898214
2376	2376	-0.00702017246786551	-0.623606006088284	-0.612980598963631
7553	7553	-0.256578936928073	-0.139700439861717	-0.5231778058873
379	379	0.749098902569451	1.384008631257	0.389232196504306
368	368	-0.76040013094461	-0.222992390800403	-1.0279504929146
3160	3160	-0.957698351939347	0.401546320386292	-0.826726499719723
7081	7081	0.978494232842946	-0.428887877622171	-0.0612888423127348
2319	2319	-1.36773914714855	0.366634461783499	-1.18246800923861
7284	7284	0.546999067719828	-0.603092866124036	0.536746554196521
7503	7503	-0.19747433033424	-0.508192799718919	0.987130235845896
2091	2091	-0.144151992655592	-0.36614963491635	-0.720928609124592
3637	3637	2.04849978415392	-0.00930193156618602	0.79455988142247
4062	4062	1.29556510443586	0.0510716860547117	0.0632714838436373
3983	3983	-0.506239002385727	-1.08826686398294	-0.737358761029131
4034	4034	-1.23829546188947	-0.869809456664133	-0.428678439572938
5976	5976	-0.121184376897782	-0.213787225541047	-0.618575254772337
5851	5851	-1.38800494987248	1.05142249302029	-1.05106538228525
7952	7952	-1.07913309246544	-1.28688465407304	0.330420712501212
1894	1894	0.402456441810358	-0.825287106260476	0.0522865563621328
354	354	0.997059822588674	1.49440647530094	0.919396198549028
8126	8126	0.417151470195113	0.0318062446271543	3.56917138779774
772	772	0.805391846757366	0.682174432782138	-0.743698925195161
8143	8143	-0.523229058224236	1.34728815256026	0.251682535344751
5997	5997	-0.311498300427948	-0.730797360332378	1.21223225652878
9328	9328	0.326313188596708	-1.31379817271497	-0.265633417378704
5284	5284	0.666627465780208	-0.293176051794478	-1.45937838932667
8411	8411	0.914362693186657	1.95767927130741	0.629968346105453
1005	1005	-1.09948367277809	0.493904136505257	0.0340188423722719
3956	3956	2.46329345929699	-1.20210137791168	0.405696500486102
3187	3187	1.31256682410206	0.404753409889937	-0.149600089188299
1897	1897	-0.800134269048357	0.580414255395415	-0.777835832328374
161	161	0.500544880358173	-1.73175075827476	1.90891536865781
1841	1841	-0.0716541021387153	0.3980465701737	-0.172416198707294
601	601	1.48691765872504	-0.329420627912683	-0.962920780484569
4521	4521	0.841741961310991	-1.76769935891333	-0.262151325868954
8080	8080	1.08533219867861	0.131925671813555	-0.76409402224409
212	212	0.709930141690696	-0.0317952475696324	0.394305915563235
7140	7140	0.341260888590203	0.573669391588974	-0.324741415926566
7227	7227	1.11486972306248	0.19173224458919	0.204071390478237
9805	9805	-0.0825372388963748	0.776297675568578	0.276904555468253
8862	8862	-0.713116404177606	1.57670923827087	-1.09661677218246
6741	6741	0.276554784802871	1.47309217977541	0.73621235004412
7797	7797	0.0308875088050363	-1.00963798613268	-0.875945646264329
7717	7717	0.794463344125893	-0.876860588327395	-1.71371302613372
3889	3889	0.662943450406566	-1.84946883816909	-0.933192181008377
1873	1873	0.258667273866027	-0.223726325736541	-0.0411492299761718
353	353	0.833276629215183	-0.148471173919894	-0.452005814993725
1470	1470	-0.194965311098936	1.02660184886414	0.961530341880758
2549	2549	0.128158031914239	-0.642885140616337	0.0772388867137733
5475	5475	2.01486642055536	1.99347164348724	0.300461289231503
2494	2494	-0.353117270839517	0.866483989755279	0.633910497122358
926	926	-0.223806108939399	1.38821809912125	1.347061476093
9538	9538	0.951764767693513	-0.749860539133728	-0.779664596996626
189	189	-0.780625305998895	0.383470387170132	-0.551858527426504
5053	5053	1.01730099711847	-1.55117713743248	-0.931365858805363
7116	7116	-0.812303712604826	-0.0490312075082705	-2.40926703927358
5423	5423	0.747902182130516	-3.40778198090713	-0.332243966997478
4110	4110	-1.93339035605354	0.23712427770291	-0.610278791284466
1798	1798	-1.68188426864392	0.917604818208675	1.58053075528143
9137	9137	-0.0726862059142278	1.55836898465599	-0.949119079220504
7945	7945	0.348940623219765	0.351222361253755	0.732604992144672
7843	7843	-0.940552836394246	0.612646332036324	0.235083799600141
3808	3808	0.140749274601909	0.124695482616471	0.86380549783194
2919	2919	-0.260460985433298	-0.587750379080767	-2.281868676057
7338	7338	0.324028778647224	0.570871561804998	-0.2890078592149
4675	4675	-0.662459603560165	-0.824930367706303	1.1839323717099
3179	3179	-1.07094092353786	0.00493865636693536	0.451256535261287
4870	4870	1.48550623731587	0.754411821334713	1.42321422550277
7943	7943	0.917307716255101	-0.837426473560892	-0.81278971653469
3831	3831	1.02685462676703	0.26324844812033	-0.171598935397013
4306	4306	1.18616179450846	-1.16835392596763	-0.231856213690398
6634	6634	-0.134116090651399	0.331375590788287	0.299412858853496
8422	8422	-0.00209637284672211	0.529774769985836	-0.289436788183795
5721	5721	-0.200822538337749	0.00338292194726433	0.44347642707443
5830	5830	0.00130977576563347	0.578230120598737	-0.981122130279821
714	714	-1.3353701347751	0.5213202384411	0.711526499050166
737	737	1.83488139811423	-0.257118328006111	-0.133085386099709
7445	7445	0.268100970865798	-0.845319594043975	0.607134751214022
2150	2150	0.802321238869623	0.0268775801711963	1.3957488576265
9214	9214	-1.51226125422049	1.18049138525631	0.00522432056394174
4976	4976	-1.38128678545257	-0.898852592035148	-1.4335946231408
8959	8959	-1.73984130119519	0.238812743191638	-0.283423057200227
6273	6273	-1.2885271654678	-0.937190749811097	-0.0400497869491518
4782	4782	0.682573624963721	-1.25143955535147	2.27829399696571
4909	4909	0.463428910091825	-1.72293259283909	0.0822512917373325
3517	3517	0.801147173942534	-0.525711281943397	0.997627069840046
8087	8087	1.48952308371218	0.0551188258797016	1.0367883572451
4897	4897	-1.15911814014002	-2.08613735058822	-0.014015833419501
7487	7487	0.0353697198248203	-1.02502580520638	-0.214114376946043
7644	7644	0.472893905767166	1.1094810098564	0.0182156393061596
8196	8196	0.020334272298201	1.19380751313278	1.01136941235726
3856	3856	0.163157883006145	0.388478449361923	-0.325616046269047
2509	2509	0.292480615945597	1.69866565518427	1.80527091771487
8788	8788	-0.878891543867228	-1.52176247457122	0.708040515015382
6704	6704	0.06045925904443	1.76574587630362	0.743072554436327
1763	1763	0.267530190522541	0.155949043076657	-0.169725198224153
3414	3414	-0.120871385079657	-1.15685923776685	-0.596518796445965
2116	2116	0.208685691506793	-2.31670882614744	-1.69797088331507
8699	8699	-0.775590699137954	-1.51579798873631	-0.804441267052636
5139	5139	1.0218511902593	1.08542411414913	0.871464210828943
889	889	0.0279353559346852	-1.65957012347813	0.0957798147783228
1469	1469	0.534312201504323	-0.0257719729755578	1.71607056684078
8464	8464	-0.0702735842322527	0.0900780707406172	0.668236474523128
7005	7005	2.02499674734122	-0.0584027421337609	1.73636915898938
3630	3630	0.0181214657540312	-0.720903901877916	0.625252801477843
8787	8787	0.689349092354275	1.37935630216635	1.21322075575902
1624	1624	-0.476531909165086	-1.23413350003563	-1.09778329704277
6063	6063	3.71812799351539	0.547161783147552	-0.65822779384435
1838	1838	0.873500224285554	-0.453707005947685	-0.141977185922135
7762	7762	-1.9056987460397	1.6374117014703	0.462266435474793
2175	2175	0.505249367298192	-0.392441319185661	1.40305983658886
1	1	-1.36482429832403	-0.693001975581884	1.32463984447383
2273	2273	0.483409900359606	1.3006969207487	-0.385182402865036
621	621	0.661799238916521	-0.501031454785697	0.673575995114381
4863	4863	1.20558113433277	1.08898837567691	-1.47972222571469
6354	6354	-2.01094660508704	-1.02650762747422	0.642157843990131
5332	5332	0.997178004875944	0.585663439823059	0.945306341165215
8292	8292	0.392609555606196	-1.11286611217547	-1.62546568090119
1208	1208	-1.11853840239806	0.208368913313635	0.294034458968429
2822	2822	1.98272082769345	1.2159336254752	-0.800857776148061
84	84	0.910258489739687	1.56906150566979	-0.512810081448067
5781	5781	-0.584052696160835	1.0509617694288	-0.904308739004067
4102	4102	0.779284451970942	-1.82558913763344	-0.131809509373652
8798	8798	-0.555302809055713	0.379650693512821	0.707051768732622
5381	5381	-0.51029955897979	-0.884410822170955	-1.99067003915604
7903	7903	0.00337655141257036	1.36697047482441	-0.351025287309709
8183	8183	1.77363654718786	0.232720027535656	0.98467431545421
6106	6106	-0.110164822178377	-0.259515998876339	-0.705644129184527
9677	9677	-0.813116022965324	0.772521161510847	-0.0703910872713089
6795	6795	1.45785465512998	-1.28042230919189	0.976443316414094
4197	4197	0.123668688928037	0.812196798475645	1.20707845944633
4812	4812	-0.664134755027047	-0.28195377544948	0.219751593813513
3519	3519	0.801117651847686	0.296823694173222	0.295846667427366
146	146	1.23167934950849	-0.952275422286939	0.11494247798092
4578	4578	0.433106011312467	0.0578520038841952	-1.79436920903878
5394	5394	1.8537094143881	1.05688878743539	-0.0221510051635098
2865	2865	0.681659149720558	-0.566242049099261	0.908965543455118
6902	6902	-0.64311788831981	-0.624003391493729	-0.521693668440981
2877	2877	0.168958129375856	0.161205855619605	-0.386270083849621
1161	1161	0.879589890139846	-0.936610758035955	-0.815933679294382
3998	3998	0.829078211149139	0.657785159262799	-1.32754917353692
341	341	-1.04846043189277	0.667876430813038	-0.321927262311516
1424	1424	1.35239693992358	0.368109716380774	-0.420599969365973
8261	8261	0.831911895943258	0.380254764924877	0.239660044655444
3743	3743	0.79725832089818	-2.32816641299204	-1.24051995288318
579	579	0.330106710240531	2.16279716082712	0.458585880830536
3407	3407	0.625465601186591	0.0710476950883873	-0.627335322425211
5478	5478	0.018865952308035	0.182283302258787	-0.860086243493806
5756	5756	-1.21465400576353	-2.56366204392581	-1.2384312460101
9394	9394	0.0464742630003631	-1.08855818973915	0.933968533036635
4445	4445	-0.170335958949397	-0.358763717669322	-0.997246122682514
5473	5473	-1.56020246166649	-0.948914127804118	0.819988949603205
1360	1360	-3.15363160268729	-0.296790913501503	0.17931127306794
145	145	-3.44721617716036	-0.392130545545566	-0.314141374526924
5973	5973	0.555903925462857	0.992043046618472	0.519602997557408
4012	4012	-0.408196786915343	-1.75362941170412	-1.87625310600935
9857	9857	0.238633996451384	0.380443104196774	-2.18278533008937
7315	7315	-1.0318732089918	-1.87610091768739	-0.400666315051238
3674	3674	-1.36341518383544	0.0321567303960211	0.92939606970532
2396	2396	0.23461313157355	1.04319638032995	0.220822510669084
7615	7615	-0.333503559204594	-0.9025822776568	0.345601277936343
7569	7569	0.963116812194441	-0.181857272659819	-0.040244687676416
5328	5328	0.0197051928303671	0.433831303550568	-0.411543614943037
6649	6649	-2.06259246125475	1.04015569871315	-0.663118150545353
4537	4537	-0.692757080364139	0.118100923734619	-1.1849055608354
8526	8526	0.847076963210163	1.22478829718424	0.477230890384718
5428	5428	-0.307868047052988	-2.41895839307838	0.313899497915198
7331	7331	-0.366119828936232	-0.10680281397001	-0.27934476769847
9186	9186	-0.80177971922306	-0.247215699349312	1.95600718363533
2666	2666	0.725719793285532	0.960634074232925	-0.232813147524696
8335	8335	-0.335367856797096	0.657680027651169	-0.557989690561233
1781	1781	0.519302170862466	2.04487954025062	1.01082240999348
1044	1044	1.77230791275063	0.0271991060275963	-0.524180034116219
8227	8227	0.024990824979593	-1.92910583295192	1.33629626268984
2261	2261	1.48732029239128	0.412243303369973	1.84487691928483
3077	3077	0.418634589359968	0.593983101121917	1.07223380899414
8	8	0.257428230261195	-0.983385790481485	0.417110368979533
8918	8918	0.174650915527492	-0.399479188799908	0.409633865814392
9893	9893	-0.44861978818767	0.844065940586621	0.520603492955082
1254	1254	1.36994182343149	-0.837469204578402	0.723997066211442
8941	8941	-0.299182812174332	1.00015440092834	-0.699955155492815
4638	4638	1.00248873350473	-1.09193614628679	0.613429441093885
9892	9892	-0.260675919567565	0.224713086017351	0.188353189378151
4720	4720	0.820485253812033	-0.886081105511506	1.01253360069695
5850	5850	-0.54472936189681	-0.103137989723128	-0.594719107749297
1096	1096	-1.13550520189842	0.919699078242819	0.557980701702681
1511	1511	1.0549243588032	-0.30335824782539	-1.69266662439275
1561	1561	-1.05277534054964	-0.920886847778322	-0.682011791928814
8349	8349	1.73585092553846	0.705237550017264	0.816655087777324
4480	4480	0.19243700818851	1.38160633062098	1.6505522227143
9644	9644	-0.612516786128168	-0.00552688583568627	-0.857903028755132
5701	5701	0.356766115345905	0.665362260937808	0.673800706448754
9385	9385	0.298739934820527	-0.792079855731253	-1.89846991625955
8141	8141	-0.107703721788231	0.779238783429867	-0.748286422279859
9537	9537	0.936374708048564	-0.850269807911078	0.790767889087532
8260	8260	-0.456469999912554	0.587993288278278	0.691163566287029
4067	4067	0.65988162925864	2.66165190477892	1.10572514431237
4292	4292	-0.307234430556163	-1.94903384690155	-1.20647275000242
7180	7180	-1.19452203935758	-0.121619610566946	0.209003829602062
8479	8479	-0.0724950944924354	1.69500409341109	-1.35348381060466
8746	8746	0.855704921874202	-1.00647255161581	-2.31523082770505
8357	8357	2.10891368143683	1.06229808079955	-0.424199062001543
9410	9410	-0.302134817179725	0.74755083019712	-0.603948121923053
142	142	0.692098987973359	1.22185766539664	-1.31841427426746
3992	3992	1.09078531028363	-0.929780574357327	0.654489601138818
7617	7617	-0.164389572238129	-0.301710918674783	-0.225333363594215
5536	5536	0.831581002688756	0.0308291765466988	0.544190592536379
6225	6225	-0.0538467238716168	-0.306631462203473	-0.835615025861129
7	7	0.498604879467589	-0.285305525258778	-0.286471186995308
9248	9248	0.374912379303803	0.376633493392598	0.430528542660506
3922	3922	-2.12954140838953	-1.75882053047587	-0.494293729341839
1444	1444	-1.05509203937516	-1.81011154182558	-0.118952914563864
2275	2275	-0.559394860606288	0.0963611529679133	-0.482435872413612
3764	3764	1.26595608863217	1.02385890453741	-0.0147576759414551
9399	9399	0.922301977130333	-1.03640286417014	-1.82519479765768
5860	5860	0.826307706539092	-0.198014389462048	-0.111523207683284
6647	6647	-0.0582912913525119	0.202312419061955	0.0981905032230192
9581	9581	-0.938293530519075	-0.306299015994477	-0.674530289611868
4571	4571	-0.282664231245607	-1.56656653922429	-0.457998889414964
1606	1606	-1.17111185215507	-0.242730085186576	0.204380742372166
4125	4125	-1.36229556300567	0.93194129128243	0.363310780390729
7975	7975	1.88172245034895	-0.916528986266626	-1.3338235818038
7262	7262	-2.52343761707576	0.493456409052482	-1.29022988184559
8035	8035	0.825223548054385	-1.12945657749607	-0.21524160244906
6168	6168	0.343765615240718	-0.0999711308952503	0.853917257584964
4493	4493	1.02024087605184	0.263691881436258	1.93958492446396
2568	2568	0.5166956638114	0.139060346215516	-1.34764017988684
445	445	-0.046267577403976	1.8086544702945	0.703841677607144
4281	4281	-1.23390322731371	-1.67122838850084	-0.617184285140169
7312	7312	1.52987679026658	-0.744236582220579	-0.16315405195261
2249	2249	-1.37622391190736	2.81651419530688	0.550456682436109
3252	3252	-0.0399516701042252	-1.57334882208848	0.552345068823227
6539	6539	-1.94399001979543	-0.560083721156052	0.606257030163893
6090	6090	0.0145926524519	-1.69069224048387	0.199798819635973
3604	3604	0.800902652397816	0.43256951331674	-0.857715070039075
5982	5982	0.167231506674165	0.207317949076645	0.909094590442622
1613	1613	1.11552769154516	-1.31205155241752	-1.03158958930564
4086	4086	1.42813469611312	0.327203463056295	2.53701587047315
9103	9103	0.976929136072304	-1.06964204234744	-0.443916830716111
5218	5218	-0.358136033870063	0.778036529627811	-1.46452307403318
7173	7173	0.276668972396696	0.660867893305254	0.0636681795741914
4866	4866	1.13759061034863	-0.233482868358507	-0.946309837155028
3974	3974	-3.11377475366058	0.3511436593503	0.575218463205781
431	431	0.725598776759204	-0.980758657446776	0.840239431296288
6930	6930	-1.33765505374344	-0.237398748362094	1.62049580023867
8121	8121	-1.14896867268051	1.00447116869585	0.646819423172005
5773	5773	0.254175089536178	-1.10632499611603	1.45945909526726
1529	1529	-1.16698950030168	0.813585573736154	-0.0560158125409911
7376	7376	1.08946197497126	-0.291393949785874	-1.60602281971907
3486	3486	0.679285022501658	-2.11889441620435	0.494590188999781
3522	3522	0.0258868396278828	0.641974579189489	-1.57915531719921
498	498	-0.469490156319654	0.41687330508486	-1.03356063725462
3714	3714	0.526122679337686	0.852878296944154	-0.62642645612784
9388	9388	1.17820952353821	-1.11801851587343	0.830815646853482
9792	9792	-0.0668220153624584	-0.821789939270708	2.58804607042478
6430	6430	-1.29458804524636	1.16483745211025	-0.375952887657363
5917	5917	2.39220932355203	-0.149477399684157	0.292346614715753
1655	1655	0.118500375862972	0.842411454738276	-0.308897349125299
8715	8715	-0.567968413056959	0.87530259018095	1.71834919662217
3732	3732	1.82046957654708	-0.497500385288366	-1.66126941260619
1889	1889	0.733284345196156	0.795802852865245	-0.313454450624556
7061	7061	0.909542489546956	-0.635639932411688	-1.40724082786039
6210	6210	-1.10505542689177	-1.35524082876877	-1.14010719123116
1101	1101	0.934114761701582	-0.0279233265745994	0.442110001531482
6095	6095	-0.249852896322145	-1.47995370954881	1.02624491685031
4932	4932	0.262001246314682	-1.646705379347	-0.254821670896845
4837	4837	0.860347168313381	0.00705419611745664	0.209939722129354
4021	4021	0.307753744666916	0.0601125598298975	-0.43719589475871
6992	6992	-1.02766699627445	-0.194649032824704	0.994154251810627
4133	4133	1.59580943066192	-0.482839933579776	-0.535354303458491
7935	7935	-0.385363298378064	1.02668329387912	0.665765998662499
8730	8730	1.26380284979218	-0.472989198475561	1.55097750891457
5948	5948	-1.59303071112828	0.295259025494153	0.872312548881842
6874	6874	-1.35703454099426	-0.205217681814007	-1.46833320159683
1239	1239	1.3131627597651	-0.927061734550197	-0.142353822437635
2643	2643	-0.615111879627985	-0.559548443738157	-0.219767866686966
6163	6163	-3.33576006536923	-0.949653096539553	-1.43304153334141
1438	1438	0.750757844384492	-1.40150089911344	0.392624680377656
1221	1221	-1.85959143023373	0.220684646440346	-1.39689289293846
8953	8953	-1.08680347006507	1.88323986042338	-1.05966271819466
9728	9728	-0.958808247072214	1.02477372536766	-0.228165720168949
2257	2257	-1.14686912745438	1.51627741638477	2.05577465580995
5861	5861	0.481286751876355	0.0853230210922044	-0.00619940455268136
8400	8400	-0.305438395402251	-0.169480011255493	0.135714174112601
2692	2692	1.21933226759014	0.681564232017333	1.81634273709196
4570	4570	-0.410737029707075	-1.17670976289033	-1.16660800593181
2627	2627	0.544761273517111	-1.29047486970613	-0.494895576015027
